"","origin_fips_code","origin_state","origin_county_name","avg_distance","county","county_ascii","county_full","state_name","lat","lng","population","legal_status"
"2504","47153","TN","Sequatchie County (TN)",116.040033333333,"Sequatchie","Sequatchie","Sequatchie County","Tennessee",35.3712,-85.4106,15727,"Illegal"
"2505","47155","TN","Sevier County (TN)",63.020708,"Sevier","Sevier","Sevier County","Tennessee",35.7847,-83.5242,98088,"Illegal"
"2506","47157","TN","Shelby County (TN)",91.88319625,"Shelby","Shelby","Shelby County","Tennessee",35.1842,-89.894,929178,"Illegal"
"2507","47159","TN","Smith County (TN)",102.485860666667,"Smith","Smith","Smith County","Tennessee",36.2505,-85.9567,19820,"Illegal"
"2508","47161","TN","Stewart County (TN)",123.744831833333,"Stewart","Stewart","Stewart County","Tennessee",36.5012,-87.8384,13569,"Illegal"
"2509","47163","TN","Sullivan County (TN)",11.9288766666667,"Sullivan","Sullivan","Sullivan County","Tennessee",36.5129,-82.3042,157843,"Illegal"
"2510","47165","TN","Sumner County (TN)",94.6242673333333,"Sumner","Sumner","Sumner County","Tennessee",36.4694,-86.4604,193036,"Illegal"
"2511","47167","TN","Tipton County (TN)",98.5755676666667,"Tipton","Tipton","Tipton County","Tennessee",35.4973,-89.7566,60868,"Illegal"
"2512","47169","TN","Trousdale County (TN)",102.884777333333,"Trousdale","Trousdale","Trousdale County","Tennessee",36.3921,-86.1568,11463,"Illegal"
"2513","47171","TN","Unicoi County (TN)",49.180286,"Unicoi","Unicoi","Unicoi County","Tennessee",36.1107,-82.4323,17891,"Illegal"
"2514","47173","TN","Union County (TN)",77.4449085,"Union","Union","Union County","Tennessee",36.2879,-83.8375,19597,"Illegal"
"2515","47175","TN","Van Buren County (TN)",118.111270666667,"Van Buren","Van Buren","Van Buren County","Tennessee",35.696,-85.4526,6083,"Illegal"
"2516","47177","TN","Warren County (TN)",108.597248,"Warren","Warren","Warren County","Tennessee",35.6787,-85.7785,40801,"Illegal"
"2517","47179","TN","Washington County (TN)",34.736928,"Washington","Washington","Washington County","Tennessee",36.2933,-82.4974,132067,"Illegal"
"2518","47181","TN","Wayne County (TN)",158.3523085,"Wayne","Wayne","Wayne County","Tennessee",35.2399,-87.7881,16350,"Illegal"
"2519","47183","TN","Weakley County (TN)",142.859245,"Weakley","Weakley","Weakley County","Tennessee",36.2983,-88.7178,32948,"Illegal"
"2520","47185","TN","White County (TN)",112.472329333333,"White","White","White County","Tennessee",35.9264,-85.4552,27134,"Illegal"
"2521","47187","TN","Williamson County (TN)",91.678245,"Williamson","Williamson","Williamson County","Tennessee",35.8938,-86.8987,242386,"Illegal"
"2522","47189","TN","Wilson County (TN)",81.0072296666667,"Wilson","Wilson","Wilson County","Tennessee",36.1549,-86.2977,144748,"Illegal"
"2523","48001","TX","Anderson County (TX)",269.057450833333,"Anderson","Anderson","Anderson County","Texas",31.8133,-95.6525,58133,"Illegal"
"2524","48003","TX","Andrews County (TX)",309.82501,"Andrews","Andrews","Andrews County","Texas",32.305,-102.6377,18184,"Illegal"
"2525","48005","TX","Angelina County (TX)",286.029009166667,"Angelina","Angelina","Angelina County","Texas",31.2548,-94.6119,86584,"Illegal"
"2526","48007","TX","Aransas County (TX)",422.719351666667,"Aransas","Aransas","Aransas County","Texas",28.1249,-96.9934,24149,"Illegal"
"2527","48009","TX","Archer County (TX)",216.538225,"Archer","Archer","Archer County","Texas",33.6153,-98.6877,8616,"Illegal"
"2528","48011","TX","Armstrong County (TX)",282.0502725,"Armstrong","Armstrong","Armstrong County","Texas",34.9649,-101.3574,1980,"Illegal"
"2529","48013","TX","Atascosa County (TX)",304.396231666667,"Atascosa","Atascosa","Atascosa County","Texas",28.8935,-98.5272,48684,"Illegal"
"2530","48015","TX","Austin County (TX)",302.953757666667,"Austin","Austin","Austin County","Texas",29.887,-96.2779,30132,"Illegal"
"2531","48017","TX","Bailey County (TX)",245.7938375,"Bailey","Bailey","Bailey County","Texas",34.0686,-102.8299,6968,"Illegal"
"2532","48019","TX","Bandera County (TX)",283.30766,"Bandera","Bandera","Bandera County","Texas",29.7472,-99.2463,20839,"Illegal"
"2533","48021","TX","Bastrop County (TX)",282.044066666667,"Bastrop","Bastrop","Bastrop County","Texas",30.1036,-97.312,94887,"Illegal"
"2534","48023","TX","Baylor County (TX)",251.305859166667,"Baylor","Baylor","Baylor County","Texas",33.6165,-99.2135,3491,"Illegal"
"2535","48025","TX","Bee County (TX)",369.9747125,"Bee","Bee","Bee County","Texas",28.4174,-97.7412,31191,"Illegal"
"2536","48027","TX","Bell County (TX)",260.575584666667,"Bell","Bell","Bell County","Texas",31.0373,-97.4788,364703,"Illegal"
"2537","48029","TX","Bexar County (TX)",272.46924415,"Bexar","Bexar","Bexar County","Texas",29.4489,-98.52,1990522,"Illegal"
"2538","48031","TX","Blanco County (TX)",284.590190333333,"Blanco","Blanco","Blanco County","Texas",30.2664,-98.3999,11313,"Illegal"
"2539","48033","TX","Borden County (TX)",317.893255,"Borden","Borden","Borden County","Texas",32.7436,-101.4317,550,"Illegal"
"2540","48035","TX","Bosque County (TX)",226.945002333333,"Bosque","Bosque","Bosque County","Texas",31.9004,-97.6343,18275,"Illegal"
"2541","48037","TX","Bowie County (TX)",223.5493175,"Bowie","Bowie","Bowie County","Texas",33.4458,-94.4234,92957,"Illegal"
"2542","48039","TX","Brazoria County (TX)",303.7165085,"Brazoria","Brazoria","Brazoria County","Texas",29.1897,-95.4521,368575,"Illegal"
"2543","48041","TX","Brazos County (TX)",286.090593666667,"Brazos","Brazos","Brazos County","Texas",30.6608,-96.3024,231095,"Illegal"
"2544","48043","TX","Brewster County (TX)",239.62901,"Brewster","Brewster","Brewster County","Texas",29.8119,-103.2517,9501,"Illegal"
"2545","48045","TX","Briscoe County (TX)",316.789379166667,"Briscoe","Briscoe","Briscoe County","Texas",34.5303,-101.2085,1266,"Illegal"
"2546","48047","TX","Brooks County (TX)",378.397298666667,"Brooks","Brooks","Brooks County","Texas",27.0316,-98.2187,7100,"Illegal"
"2547","48049","TX","Brown County (TX)",299.368351666667,"Brown","Brown","Brown County","Texas",31.7742,-98.9998,38085,"Illegal"
"2548","48051","TX","Burleson County (TX)",288.185546,"Burleson","Burleson","Burleson County","Texas",30.4925,-96.6215,17687,"Illegal"
"2549","48053","TX","Burnet County (TX)",286.088764,"Burnet","Burnet","Burnet County","Texas",30.7884,-98.1823,48424,"Illegal"
"2550","48055","TX","Caldwell County (TX)",290.831908166667,"Caldwell","Caldwell","Caldwell County","Texas",29.8368,-97.6199,45286,"Illegal"
"2551","48057","TX","Calhoun County (TX)",379.663743333333,"Calhoun","Calhoun","Calhoun County","Texas",28.5067,-96.602,20367,"Illegal"
"2552","48059","TX","Callahan County (TX)",299.978131666667,"Callahan","Callahan","Callahan County","Texas",32.2976,-99.3735,13781,"Illegal"
"2553","48061","TX","Cameron County (TX)",422.1155135,"Cameron","Cameron","Cameron County","Texas",26.1333,-97.5182,420554,"Illegal"
"2554","48063","TX","Camp County (TX)",236.261431666667,"Camp","Camp","Camp County","Texas",32.9732,-94.9785,12498,"Illegal"
"2555","48065","TX","Carson County (TX)",285.986553333333,"Carson","Carson","Carson County","Texas",35.4035,-101.3542,5856,"Illegal"
"2556","48067","TX","Cass County (TX)",223.933530833333,"Cass","Cass","Cass County","Texas",33.0775,-94.3435,28692,"Illegal"
"2557","48069","TX","Castro County (TX)",295.86661,"Castro","Castro","Castro County","Texas",34.5299,-102.2617,7450,"Illegal"
"2558","48071","TX","Chambers County (TX)",307.013814166667,"Chambers","Chambers","Chambers County","Texas",29.7384,-94.6101,45257,"Illegal"
"2559","48073","TX","Cherokee County (TX)",274.692259166667,"Cherokee","Cherokee","Cherokee County","Texas",31.837,-95.1652,50564,"Illegal"
"2560","48075","TX","Childress County (TX)",285.364625833333,"Childress","Childress","Childress County","Texas",34.5291,-100.2076,6784,"Illegal"
"2561","48077","TX","Clay County (TX)",209.900075,"Clay","Clay","Clay County","Texas",33.7855,-98.2085,10236,"Illegal"
"2562","48079","TX","Cochran County (TX)",299.873011666667,"Cochran","Cochran","Cochran County","Texas",33.6042,-102.8285,2553,"Illegal"
"2563","48081","TX","Coke County (TX)",316.19063,"Coke","Coke","Coke County","Texas",31.8886,-100.53,3288,"Illegal"
"2564","48083","TX","Coleman County (TX)",320.4752525,"Coleman","Coleman","Coleman County","Texas",31.7732,-99.4536,7848,"Illegal"
"2565","48085","TX","Collin County (TX)",173.587140016667,"Collin","Collin","Collin County","Texas",33.188,-96.5724,1039812,"Illegal"
"2566","48087","TX","Collingsworth County (TX)",277.649515833333,"Collingsworth","Collingsworth","Collingsworth County","Texas",34.9648,-100.27,2948,"Illegal"
"2567","48089","TX","Colorado County (TX)",312.039361,"Colorado","Colorado","Colorado County","Texas",29.6208,-96.5263,20559,"Illegal"
"2568","48091","TX","Comal County (TX)",300.144332833333,"Comal","Comal","Comal County","Texas",29.8082,-98.2783,156257,"Illegal"
"2569","48093","TX","Comanche County (TX)",271.8745375,"Comanche","Comanche","Comanche County","Texas",31.948,-98.5582,13540,"Illegal"
"2570","48095","TX","Concho County (TX)",324.918828333333,"Concho","Concho","Concho County","Texas",31.3266,-99.864,3181,"Illegal"
"2571","48097","TX","Cooke County (TX)",172.2485945,"Cooke","Cooke","Cooke County","Texas",33.6393,-97.2126,41215,"Illegal"
"2572","48099","TX","Coryell County (TX)",265.547068666667,"Coryell","Coryell","Coryell County","Texas",31.3909,-97.7993,81692,"Illegal"
"2573","48101","TX","Cottle County (TX)",312.11258,"Cottle","Cottle","Cottle County","Texas",34.0776,-100.2788,1560,"Illegal"
"2574","48103","TX","Crane County (TX)",313.54111,"Crane","Crane","Crane County","Texas",31.4286,-102.5156,4654,"Illegal"
"2575","48105","TX","Crockett County (TX)",279.173065,"Crockett","Crockett","Crockett County","Texas",30.7231,-101.412,2939,"Illegal"
"2576","48107","TX","Crosby County (TX)",305.690185,"Crosby","Crosby","Crosby County","Texas",33.6147,-101.3,5265,"Illegal"
"2577","48109","TX","Culberson County (TX)",128.83604,"Culberson","Culberson","Culberson County","Texas",31.447,-104.5173,2209,"Illegal"
"2578","48111","TX","Dallam County (TX)",264.556654166667,"Dallam","Dallam","Dallam County","Texas",36.2779,-102.6022,7135,"Illegal"
"2579","48113","TX","Dallas County (TX)",171.476806616667,"Dallas","Dallas","Dallas County","Texas",32.7666,-96.7778,2604722,"Illegal"
"2580","48115","TX","Dawson County (TX)",318.482666666667,"Dawson","Dawson","Dawson County","Texas",32.7426,-101.9476,12371,"Illegal"
"2581","48117","TX","Deaf Smith County (TX)",273.134838333333,"Deaf Smith","Deaf Smith","Deaf Smith County","Texas",34.966,-102.605,18675,"Illegal"
"2582","48119","TX","Delta County (TX)",211.269926833333,"Delta","Delta","Delta County","Texas",33.3863,-95.6723,5251,"Illegal"
"2583","48121","TX","Denton County (TX)",170.7941745,"Denton","Denton","Denton County","Texas",33.2055,-97.1168,885012,"Illegal"
"2584","48123","TX","Dewitt County (TX)",348.503019666667,"DeWitt","DeWitt","DeWitt County","Texas",29.0821,-97.3567,19834,"Illegal"
"2585","48125","TX","Dickens County (TX)",311.824675,"Dickens","Dickens","Dickens County","Texas",33.6165,-100.7789,1569,"Illegal"
"2586","48127","TX","Dimmit County (TX)",327.362255,"Dimmit","Dimmit","Dimmit County","Texas",28.4226,-99.7566,8840,"Illegal"
"2587","48129","TX","Donley County (TX)",288.498656666667,"Donley","Donley","Donley County","Texas",34.9654,-100.814,3266,"Illegal"
"2588","48131","TX","Duval County (TX)",394.362195,"Duval","Duval","Duval County","Texas",27.6814,-98.5089,10001,"Illegal"
"2589","48133","TX","Eastland County (TX)",248.554843666667,"Eastland","Eastland","Eastland County","Texas",32.3271,-98.8323,17785,"Illegal"
"2590","48135","TX","Ector County (TX)",292.54498,"Ector","Ector","Ector County","Texas",31.8692,-102.5429,161258,"Illegal"
"2591","48137","TX","Edwards County (TX)",292.99049,"Edwards","Edwards","Edwards County","Texas",29.9827,-100.3048,1366,"Illegal"
"2592","48139","TX","Ellis County (TX)",189.5532125,"Ellis","Ellis","Ellis County","Texas",32.3484,-96.7947,187984,"Illegal"
"2593","48141","TX","El Paso County (TX)",13.6201458,"El Paso","El Paso","El Paso County","Texas",31.7686,-106.2348,860485,"Illegal"
"2594","48143","TX","Erath County (TX)",238.630149666667,"Erath","Erath","Erath County","Texas",32.2363,-98.2179,42288,"Illegal"
"2595","48145","TX","Falls County (TX)",238.835875,"Falls","Falls","Falls County","Texas",31.2533,-96.9359,17074,"Illegal"
"2596","48147","TX","Fannin County (TX)",188.4634875,"Fannin","Fannin","Fannin County","Texas",33.5938,-96.1069,35453,"Illegal"
"2597","48149","TX","Fayette County (TX)",299.540487,"Fayette","Fayette","Fayette County","Texas",29.8768,-96.9198,24445,"Illegal"
"2598","48151","TX","Fisher County (TX)",309.8107,"Fisher","Fisher","Fisher County","Texas",32.7428,-100.4022,3720,"Illegal"
"2599","48153","TX","Floyd County (TX)",311.1750225,"Floyd","Floyd","Floyd County","Texas",34.0724,-101.3032,5478,"Illegal"
"2600","48155","TX","Foard County (TX)",272.700353333333,"Foard","Foard","Foard County","Texas",33.9746,-99.778,1087,"Illegal"
"2601","48157","TX","Fort Bend County (TX)",286.958115,"Fort Bend","Fort Bend","Fort Bend County","Texas",29.5275,-95.7709,806497,"Illegal"
"2602","48159","TX","Franklin County (TX)",224.476244,"Franklin","Franklin","Franklin County","Texas",33.1755,-95.2184,10413,"Illegal"
"2603","48161","TX","Freestone County (TX)",240.687513333333,"Freestone","Freestone","Freestone County","Texas",31.7049,-96.1491,19478,"Illegal"
"2604","48163","TX","Frio County (TX)",330.950894166667,"Frio","Frio","Frio County","Texas",28.8678,-99.1082,18428,"Illegal"
"2605","48165","TX","Gaines County (TX)",274.925065,"Gaines","Gaines","Gaines County","Texas",32.7407,-102.6352,21167,"Illegal"
"2606","48167","TX","Galveston County (TX)",304.229760333333,"Galveston","Galveston","Galveston County","Texas",29.3945,-94.9635,347084,"Illegal"
"2607","48169","TX","Garza County (TX)",315.092775,"Garza","Garza","Garza County","Texas",33.1799,-101.2985,5734,"Illegal"
"2608","48171","TX","Gillespie County (TX)",281.945523,"Gillespie","Gillespie","Gillespie County","Texas",30.3181,-98.9465,26730,"Illegal"
"2609","48173","TX","Glasscock County (TX)",322.63985,"Glasscock","Glasscock","Glasscock County","Texas",31.8694,-101.5208,1221,"Illegal"
"2610","48175","TX","Goliad County (TX)",358.384734666667,"Goliad","Goliad","Goliad County","Texas",28.6571,-97.4264,7085,"Illegal"
"2611","48177","TX","Gonzales County (TX)",327.876449166667,"Gonzales","Gonzales","Gonzales County","Texas",29.4567,-97.4925,19720,"Illegal"
"2612","48179","TX","Gray County (TX)",275.531828333333,"Gray","Gray","Gray County","Texas",35.4012,-100.8126,21398,"Illegal"
"2613","48181","TX","Grayson County (TX)",177.797139833333,"Grayson","Grayson","Grayson County","Texas",33.6268,-96.6777,134205,"Illegal"
"2614","48183","TX","Gregg County (TX)",225.030615166667,"Gregg","Gregg","Gregg County","Texas",32.4805,-94.817,123744,"Illegal"
"2615","48185","TX","Grimes County (TX)",280.859146833333,"Grimes","Grimes","Grimes County","Texas",30.5435,-95.9855,28878,"Illegal"
"2616","48187","TX","Guadalupe County (TX)",302.979721166667,"Guadalupe","Guadalupe","Guadalupe County","Texas",29.5831,-97.9486,169477,"Illegal"
"2617","48189","TX","Hale County (TX)",305.485239166667,"Hale","Hale","Hale County","Texas",34.0705,-101.8269,32879,"Illegal"
"2618","48191","TX","Hall County (TX)",299.647198333333,"Hall","Hall","Hall County","Texas",34.5308,-100.6811,2875,"Illegal"
"2619","48193","TX","Hamilton County (TX)",251.229378,"Hamilton","Hamilton","Hamilton County","Texas",31.7048,-98.1107,8211,"Illegal"
"2620","48195","TX","Hansford County (TX)",289.99765,"Hansford","Hansford","Hansford County","Texas",36.2774,-101.3546,5332,"Illegal"
"2621","48197","TX","Hardeman County (TX)",261.648793333333,"Hardeman","Hardeman","Hardeman County","Texas",34.2902,-99.7457,3567,"Illegal"
"2622","48199","TX","Hardin County (TX)",322.351313833333,"Hardin","Hardin","Hardin County","Texas",30.3324,-94.3902,56124,"Illegal"
"2623","48201","TX","Harris County (TX)",270.026272605,"Harris","Harris","Harris County","Texas",29.8577,-95.3936,4697957,"Illegal"
"2624","48203","TX","Harrison County (TX)",222.29854275,"Harrison","Harrison","Harrison County","Texas",32.5481,-94.3715,68674,"Illegal"
"2625","48205","TX","Hartley County (TX)",272.8432575,"Hartley","Hartley","Hartley County","Texas",35.84,-102.6029,5465,"Illegal"
"2626","48207","TX","Haskell County (TX)",297.426004166667,"Haskell","Haskell","Haskell County","Texas",33.1782,-99.7303,5420,"Illegal"
"2627","48209","TX","Hays County (TX)",287.906796166667,"Hays","Hays","Hays County","Texas",30.0579,-98.0312,234573,"Illegal"
"2628","48211","TX","Hemphill County (TX)",249.7555925,"Hemphill","Hemphill","Hemphill County","Texas",35.8376,-100.2706,3450,"Illegal"
"2629","48213","TX","Henderson County (TX)",229.5987755,"Henderson","Henderson","Henderson County","Texas",32.2119,-95.8536,81717,"Illegal"
"2630","48215","TX","Hidalgo County (TX)",374.2522744,"Hidalgo","Hidalgo","Hidalgo County","Texas",26.3969,-98.1812,865677,"Illegal"
"2631","48217","TX","Hill County (TX)",215.152009166667,"Hill","Hill","Hill County","Texas",31.9907,-97.1324,35686,"Illegal"
"2632","48219","TX","Hockley County (TX)",302.3069275,"Hockley","Hockley","Hockley County","Texas",33.6076,-102.3432,21670,"Illegal"
"2633","48221","TX","Hood County (TX)",199.602859333333,"Hood","Hood","Hood County","Texas",32.4299,-97.8323,60521,"Illegal"
"2634","48223","TX","Hopkins County (TX)",215.2603275,"Hopkins","Hopkins","Hopkins County","Texas",33.1496,-95.564,36666,"Illegal"
"2635","48225","TX","Houston County (TX)",277.524629,"Houston","Houston","Houston County","Texas",31.3177,-95.4227,22288,"Illegal"
"2636","48227","TX","Howard County (TX)",310.689325,"Howard","Howard","Howard County","Texas",32.3062,-101.4356,34620,"Illegal"
"2637","48229","TX","Hudspeth County (TX)",73.1953505,"Hudspeth","Hudspeth","Hudspeth County","Texas",31.4562,-105.3865,3322,"Illegal"
"2638","48231","TX","Hunt County (TX)",196.676926,"Hunt","Hunt","Hunt County","Texas",33.1236,-96.0855,98783,"Illegal"
"2639","48233","TX","Hutchinson County (TX)",319.057020833333,"Hutchinson","Hutchinson","Hutchinson County","Texas",35.84,-101.3547,20801,"Illegal"
"2640","48235","TX","Irion County (TX)",316.82846,"Irion","Irion","Irion County","Texas",31.3039,-100.9824,1555,"Illegal"
"2641","48237","TX","Jack County (TX)",207.537979,"Jack","Jack","Jack County","Texas",33.2335,-98.1725,8494,"Illegal"
"2642","48239","TX","Jackson County (TX)",347.943276,"Jackson","Jackson","Jackson County","Texas",28.9542,-96.5776,14971,"Illegal"
"2643","48241","TX","Jasper County (TX)",333.146979166667,"Jasper","Jasper","Jasper County","Texas",30.744,-94.0251,33369,"Illegal"
"2644","48243","TX","Jeff Davis County (TX)",206.89765,"Jeff Davis","Jeff Davis","Jeff Davis County","Texas",30.7154,-104.14,2021,"Illegal"
"2645","48245","TX","Jefferson County (TX)",319.294483,"Jefferson","Jefferson","Jefferson County","Texas",29.8841,-94.1629,256755,"Illegal"
"2646","48247","TX","Jim Hogg County (TX)",405.043413333333,"Jim Hogg","Jim Hogg","Jim Hogg County","Texas",27.0434,-98.6973,4864,"Illegal"
"2647","48249","TX","Jim Wells County (TX)",380.276951666667,"Jim Wells","Jim Wells","Jim Wells County","Texas",27.7314,-98.0899,39203,"Illegal"
"2648","48251","TX","Johnson County (TX)",189.4116445,"Johnson","Johnson","Johnson County","Texas",32.379,-97.3665,177022,"Illegal"
"2649","48253","TX","Jones County (TX)",303.318001666667,"Jones","Jones","Jones County","Texas",32.7399,-99.8788,19721,"Illegal"
"2650","48255","TX","Karnes County (TX)",330.262411666667,"Karnes","Karnes","Karnes County","Texas",28.9057,-97.8594,14823,"Illegal"
"2651","48257","TX","Kaufman County (TX)",194.917925166667,"Kaufman","Kaufman","Kaufman County","Texas",32.5993,-96.2878,140145,"Illegal"
"2652","48259","TX","Kendall County (TX)",275.456798333333,"Kendall","Kendall","Kendall County","Texas",29.9447,-98.7115,43842,"Illegal"
"2653","48261","TX","Kenedy County (TX)",407.8861225,"Kenedy","Kenedy","Kenedy County","Texas",26.9285,-97.7017,169,"Illegal"
"2654","48263","TX","Kent County (TX)",324.761000833333,"Kent","Kent","Kent County","Texas",33.1813,-100.7776,632,"Illegal"
"2655","48265","TX","Kerr County (TX)",280.320113333333,"Kerr","Kerr","Kerr County","Texas",30.0615,-99.35,52411,"Illegal"
"2656","48267","TX","Kimble County (TX)",279.265955,"Kimble","Kimble","Kimble County","Texas",30.4868,-99.7487,4295,"Illegal"
"2657","48269","TX","King County (TX)",308.70477,"King","King","King County","Texas",33.6165,-100.2558,229,"Illegal"
"2658","48271","TX","Kinney County (TX)",293.7874,"Kinney","Kinney","Kinney County","Texas",29.3502,-100.418,3199,"Illegal"
"2659","48273","TX","Kleberg County (TX)",406.981414166667,"Kleberg","Kleberg","Kleberg County","Texas",27.4337,-97.7273,31015,"Illegal"
"2660","48275","TX","Knox County (TX)",281.3010525,"Knox","Knox","Knox County","Texas",33.6061,-99.7414,3384,"Illegal"
"2661","48277","TX","Lamar County (TX)",208.876102166667,"Lamar","Lamar","Lamar County","Texas",33.6673,-95.5712,49932,"Illegal"
"2662","48279","TX","Lamb County (TX)",276.5498475,"Lamb","Lamb","Lamb County","Texas",34.0686,-102.3517,13147,"Illegal"
"2663","48281","TX","Lampasas County (TX)",278.330228166667,"Lampasas","Lampasas","Lampasas County","Texas",31.1962,-98.2415,21443,"Illegal"
"2664","48283","TX","La Salle County (TX)",346.405800333333,"La Salle","La Salle","La Salle County","Texas",28.3452,-99.0995,6956,"Illegal"
"2665","48285","TX","Lavaca County (TX)",329.018641833333,"Lavaca","Lavaca","Lavaca County","Texas",29.3843,-96.9302,20287,"Illegal"
"2666","48287","TX","Lee County (TX)",277.5081985,"Lee","Lee","Lee County","Texas",30.3107,-96.9657,17393,"Illegal"
"2667","48289","TX","Leon County (TX)",267.7754075,"Leon","Leon","Leon County","Texas",31.2965,-95.9957,15877,"Illegal"
"2668","48291","TX","Liberty County (TX)",297.838653,"Liberty","Liberty","Liberty County","Texas",30.1516,-94.8122,89948,"Illegal"
"2669","48293","TX","Limestone County (TX)",235.210012666667,"Limestone","Limestone","Limestone County","Texas",31.5455,-96.5805,22252,"Illegal"
"2670","48295","TX","Lipscomb County (TX)",262.180843333333,"Lipscomb","Lipscomb","Lipscomb County","Texas",36.2776,-100.2731,3138,"Illegal"
"2671","48297","TX","Live Oak County (TX)",353.442347333333,"Live Oak","Live Oak","Live Oak County","Texas",28.3514,-98.1248,11378,"Illegal"
"2672","48299","TX","Llano County (TX)",300.401435,"Llano","Llano","Llano County","Texas",30.7058,-98.6841,21246,"Illegal"
"2673","48301","TX","Loving County (TX)",209.50493,"Loving","Loving","Loving County","Texas",31.8493,-103.58,83,"Illegal"
"2674","48303","TX","Lubbock County (TX)",315.502054166667,"Lubbock","Lubbock","Lubbock County","Texas",33.6102,-101.8205,308580,"Illegal"
"2675","48305","TX","Lynn County (TX)",319.967215833333,"Lynn","Lynn","Lynn County","Texas",33.1768,-101.8161,5587,"Illegal"
"2676","48307","TX","Mcculloch County (TX)",314.988221666667,"McCulloch","McCulloch","McCulloch County","Texas",31.1989,-99.3476,7676,"Illegal"
"2677","48309","TX","Mclennan County (TX)",210.676571066667,"McLennan","McLennan","McLennan County","Texas",31.5524,-97.2018,258031,"Illegal"
"2678","48311","TX","Mcmullen County (TX)",356.041549666667,"McMullen","McMullen","McMullen County","Texas",28.3526,-98.5678,729,"Illegal"
"2679","48313","TX","Madison County (TX)",269.444779166667,"Madison","Madison","Madison County","Texas",30.9655,-95.9284,13579,"Illegal"
"2680","48315","TX","Marion County (TX)",222.612499,"Marion","Marion","Marion County","Texas",32.798,-94.3572,9748,"Illegal"
"2681","48317","TX","Martin County (TX)",313.0291,"Martin","Martin","Martin County","Texas",32.306,-101.9513,5213,"Illegal"
"2682","48319","TX","Mason County (TX)",294.65603,"Mason","Mason","Mason County","Texas",30.7177,-99.2261,3948,"Illegal"
"2683","48321","TX","Matagorda County (TX)",355.7261055,"Matagorda","Matagorda","Matagorda County","Texas",28.8212,-96.011,36323,"Illegal"
"2684","48323","TX","Maverick County (TX)",318.03176,"Maverick","Maverick","Maverick County","Texas",28.7426,-100.3145,57769,"Illegal"
"2685","48325","TX","Medina County (TX)",303.061781833333,"Medina","Medina","Medina County","Texas",29.3557,-99.1101,50458,"Illegal"
"2686","48327","TX","Menard County (TX)",299.359406666667,"Menard","Menard","Menard County","Texas",30.8898,-99.8206,1981,"Illegal"
"2687","48329","TX","Midland County (TX)",308.011825,"Midland","Midland","Midland County","Texas",31.8691,-102.0316,166964,"Illegal"
"2688","48331","TX","Milam County (TX)",267.388508666667,"Milam","Milam","Milam County","Texas",30.7863,-96.9768,24895,"Illegal"
"2689","48333","TX","Mills County (TX)",281.9624995,"Mills","Mills","Mills County","Texas",31.4952,-98.5954,4520,"Illegal"
"2690","48335","TX","Mitchell County (TX)",309.62523,"Mitchell","Mitchell","Mitchell County","Texas",32.3062,-100.9211,8903,"Illegal"
"2691","48337","TX","Montague County (TX)",202.9424655,"Montague","Montague","Montague County","Texas",33.6757,-97.7246,19850,"Illegal"
"2692","48339","TX","Montgomery County (TX)",266.945412333333,"Montgomery","Montgomery","Montgomery County","Texas",30.3002,-95.503,607999,"Illegal"
"2693","48341","TX","Moore County (TX)",308.364563333333,"Moore","Moore","Moore County","Texas",35.8377,-101.893,21494,"Illegal"
"2694","48343","TX","Morris County (TX)",224.13733975,"Morris","Morris","Morris County","Texas",33.1135,-94.7326,11988,"Illegal"
"2695","48345","TX","Motley County (TX)",312.838135,"Motley","Motley","Motley County","Texas",34.0741,-100.7798,1269,"Illegal"
"2696","48347","TX","Nacogdoches County (TX)",273.212658833333,"Nacogdoches","Nacogdoches","Nacogdoches County","Texas",31.616,-94.6159,64822,"Illegal"
"2697","48349","TX","Navarro County (TX)",218.355849,"Navarro","Navarro","Navarro County","Texas",32.047,-96.4725,51908,"Illegal"
"2698","48351","TX","Newton County (TX)",343.787540833333,"Newton","Newton","Newton County","Texas",30.7863,-93.7448,12532,"Illegal"
"2699","48353","TX","Nolan County (TX)",307.851355833333,"Nolan","Nolan","Nolan County","Texas",32.3035,-100.406,14727,"Illegal"
"2700","48355","TX","Nueces County (TX)",409.392936666667,"Nueces","Nueces","Nueces County","Texas",27.7254,-97.6134,353594,"Illegal"
"2701","48357","TX","Ochiltree County (TX)",260.77396,"Ochiltree","Ochiltree","Ochiltree County","Texas",36.2784,-100.8157,10063,"Illegal"
"2702","48359","TX","Oldham County (TX)",255.7189975,"Oldham","Oldham","Oldham County","Texas",35.405,-102.6028,2251,"Illegal"
"2703","48361","TX","Orange County (TX)",314.671169166667,"Orange","Orange","Orange County","Texas",30.1213,-93.8939,85045,"Illegal"
"2704","48363","TX","Palo Pinto County (TX)",209.073336833333,"Palo Pinto","Palo Pinto","Palo Pinto County","Texas",32.7532,-98.313,28303,"Illegal"
"2705","48365","TX","Panola County (TX)",231.273471166667,"Panola","Panola","Panola County","Texas",32.1624,-94.3056,22583,"Illegal"
"2706","48367","TX","Parker County (TX)",191.58106,"Parker","Parker","Parker County","Texas",32.7776,-97.8051,144803,"Illegal"
"2707","48369","TX","Parmer County (TX)",241.466700833333,"Parmer","Parmer","Parmer County","Texas",34.5301,-102.7845,9874,"Illegal"
